ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,univariate,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Name,Region,Type
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,1,26,3226.5082902439613,1.3301733304210186,2633.463109733952,-0.23094277822802844,1399.3426805335637,-297.59999999999854,3994.914713724445,0.9901794370732123,2758.859902012979,-0.0023352898388533383,5,rmse,3503.687964001114,,,,24791.931837906468,1.6205366178107021,23135.685944334677,-64.07111150357395,False,Atlanta-organic,Atlanta,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,168,True,True,1,26,5605.649776343075,2.89975630372485,4782.530990196519,-2.7155594614080383,-4700.013657297286,-297.59999999999854,1161.3688061082821,0.7299163214336757,896.3585170180553,0.9152892921769067,5,rmse,1795.6499880851882,,,,23831.016725563535,1.6839675959463465,22819.104812285124,-59.12465947166783,False,Atlanta-organic,Atlanta,organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,5383.827200405608,2.983354087942817,4571.265070289924,-2.427318922001554,2350.68421601675,-297.59999999999854,2425.379230951073,0.8958496860540359,1720.405417759262,0.6305486095047966,,,,,"['gbt', 'mlp', 'knn', 'xgboost', 'svr', 'elasticnet', 'mlr']","(0.32377930854969333, 0.1603167506373705, 0.15395828580590898, 0.12435544495894545, 0.1209136514008717, 0.11667655864720987, 0.0)",69384.91238198923,4.348561607776125,63205.02016648861,-508.67998014763543,False,Atlanta-organic,Atlanta,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.9, 'l1_ratio': 0.75}",minmax,168,True,True,1,26,31568.424306932448,22.15725164421773,31432.21682994365,-116.83603060731822,31427.60530231448,-297.59999999999854,3901.5853936782023,1.0596570652628257,2683.63127937097,0.043950826675140164,5,rmse,3539.362387323655,,,,487145.84754473687,28.84442378538524,427284.5525591302,-25122.80978480914,False,Atlanta-organic,Atlanta,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 2, 'weights': 'uniform'}",minmax,169,True,True,0,26,158270.68461609943,0.12127262288537712,113531.89038461537,0.235113561719833,739166.425,986038.75,80726.04151213683,0.07082174391921717,55674.37636363635,0.651821252664409,5,rmse,81702.98892196268,,,,158270.68461609943,0.12127262288537712,113531.89038461537,0.235113561719833,True,BaltimoreWashington-conventional,BaltimoreWashington,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,0,26,204167.86352522348,0.1480302229630404,142018.49259615384,-0.2728310681193502,708865.5625,986038.75,4145.966393967413,0.004181369341859657,3140.262867132866,0.9990816113672677,5,rmse,159384.77792396944,,,,204167.86352522348,0.1480302229630404,142018.49259615384,-0.2728310681193502,False,BaltimoreWashington-conventional,BaltimoreWashington,conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3.0, 'epsilon': 0.01}",minmax,169,True,True,0,26,196249.03055939142,0.1696510014887733,151742.53871702607,-0.17601006588890766,741141.8584994719,986038.75,138803.4105645085,0.13175878857473433,103906.69601551251,-0.0293787992117982,5,rmse,83794.90681198904,,,,196249.03055939142,0.1696510014887733,151742.53871702607,-0.17601006588890766,False,BaltimoreWashington-conventional,BaltimoreWashington,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,169,True,True,0,26,163390.4213600269,0.19361528695474226,148638.62292907917,0.18482813036157852,954319.698329674,986038.75,28339.22485991359,0.02825272462562841,21802.445004335423,0.9570907544167636,5,rmse,262429.2588694208,,,,163390.4213600269,0.19361528695474226,148638.62292907917,0.18482813036157852,False,BaltimoreWashington-conventional,BaltimoreWashington,conventional
silverkite,silverkite,,{},,169,False,True,0,26,199076.47562006084,0.1971293146198479,166005.14357775135,-0.21014075127968113,718481.0851835916,986038.75,99850.12828054902,0.10226982721013626,79058.18030326309,0.4294652445480539,,,,True,,,199076.47562006084,0.1971293146198479,166005.14357775135,-0.21014075127968113,False,BaltimoreWashington-conventional,BaltimoreWashington,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,0,26,226540.29820865422,0.20176152507112083,178072.36379318018,-0.5670647248795782,682634.5889782906,986038.75,91405.62291083434,0.08072345300246891,65126.18434669562,0.5536035112390021,5,rmse,95502.87797429826,,,,226540.29820865422,0.20176152507112083,178072.36379318018,-0.5670647248795782,False,BaltimoreWashington-conventional,BaltimoreWashington,conventional
prophet,prophet,,{},,169,False,True,0,26,228919.71770632287,0.2141791625906557,189210.7055065101,-0.6001562872229649,673837.070110329,986038.75,93811.96049238656,0.09088827985781871,71251.36342603939,0.49638196371985277,,,,True,,,228919.71770632287,0.2141791625906557,189210.7055065101,-0.6001562872229649,False,BaltimoreWashington-conventional,BaltimoreWashington,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,330365.1506637955,0.34257873528386756,295412.6187560741,-2.3326097140930697,546798.2656229064,986038.75,74028.7883921666,0.0692756608375202,54461.126223014275,0.7071965243658493,,,,,"['elasticnet', 'knn', 'svr', 'mlr', 'xgboost', 'gbt', 'mlp']","(0.20584473195741723, 0.18098609705913876, 0.18014128199519439, 0.17541305128723833, 0.14961452848279394, 0.10800030921821734, 0.0)",330365.1506637955,0.34257873528386756,295412.6187560741,-2.3326097140930697,False,BaltimoreWashington-conventional,BaltimoreWashington,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,343262.3621362299,0.361444124492231,309959.7152733038,-2.597894067861284,526405.8803575017,986038.75,76804.40879501824,0.07146672191932814,56247.41206343234,0.6848282772160488,,,,,"['elasticnet', 'knn', 'svr', 'mlr', 'xgboost']",,343262.3621362299,0.361444124492231,309959.7152733038,-2.597894067861284,False,BaltimoreWashington-conventional,BaltimoreWashington,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,770216.1776309976,0.9327023618029616,755920.0340896548,-17.114288132543365,98124.58571987381,986038.75,51633.60510105092,0.05047300951747719,38633.108946283435,0.8575574163283903,5,rmse,529857.9407481815,,,,770216.1776309976,0.9327023618029616,755920.0340896548,-17.114288132543365,False,BaltimoreWashington-conventional,BaltimoreWashington,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.5}",minmax,169,True,True,0,26,1095438.4636713036,1.3453981869716043,1083174.5763938937,-35.64139258482063,-239779.03319025406,986038.75,118448.2668055643,0.11723705419435142,90603.08267715391,0.2503951889813558,5,rmse,20148.424751968487,,,,1095438.4636713036,1.3453981869716043,1083174.5763938937,-35.64139258482063,False,BaltimoreWashington-conventional,BaltimoreWashington,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",pt,168,True,True,1,26,12444.012067913167,0.9942380672267853,8669.216557652737,0.004678462627467961,746.6863853156739,12101.419999999998,3.9410138840868125,0.0029587899619729977,2.8710009271800545,0.9999996223072745,5,rmse,8310.664210234978,,,,15819.761045712985,0.3355822064830078,13484.736725441395,-0.7456665240479468,True,BaltimoreWashington-organic,BaltimoreWashington,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 2, 'weights': 'uniform'}",minmax,168,True,True,1,26,12440.870425406298,1.0265301075188042,8727.80403846154,0.005180961293514086,1676.0700000000015,12101.419999999998,3874.709212725622,1.5714217448279446,2600.553978873239,0.6349091730546295,5,rmse,7650.397918369017,,,,18799.34765683866,0.43298555194661675,17468.62134615384,-1.4651707376863623,False,BaltimoreWashington-organic,BaltimoreWashington,organic
silverkite,silverkite,,{},,168,False,True,1,26,12361.63088871284,0.959426956423954,8631.672244495594,0.01781318951785471,189.1011785313422,12101.419999999998,5980.823164146674,1.3845862959656383,3733.43546903424,0.10615967157547557,,,,True,,,25165.90431118285,0.5853442230441602,23519.82873483259,-3.417601400993166,False,BaltimoreWashington-organic,BaltimoreWashington,organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,1,26,12497.322799588495,1.0067678698392657,8787.89807176827,-0.0038678129162319497,594.0440933035821,12101.419999999998,6414.463063773656,1.0725033533890649,3883.3813436013534,-0.0005603942311216414,5,rmse,8402.831911915438,,,,27534.40260817965,0.6395329352506519,25768.327396569442,-4.288259544448684,False,BaltimoreWashington-organic,BaltimoreWashington,organic
prophet,prophet,,{},,168,False,True,1,26,12182.453675475414,0.9154460809177926,8426.720422766864,0.046079698234505084,1175.9247802744137,12101.419999999998,5971.288286128924,2.0602911065371163,3853.6454683115076,0.10900739493265543,,,,True,,,28426.66374249923,0.6511838087681092,26617.4534730295,-4.636548259246763,False,BaltimoreWashington-organic,BaltimoreWashington,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,1,26,13236.930622237824,0.979819299703971,9001.369972998706,-0.12620419249514003,1484.496994994115,12101.419999999998,5359.604393842794,2.5195582715262463,3703.395569859955,0.30146501885089294,5,rmse,7431.098530807279,,,,32497.047315419633,0.7295609335194962,30135.0207719079,-6.366297432900169,False,BaltimoreWashington-organic,BaltimoreWashington,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.5, 'l1_ratio': 0.75}",,168,True,True,1,26,13202.028857499947,1.047722919361448,9183.950984738036,-0.1202731054137467,1528.7949841974769,12101.419999999998,5498.808703280384,1.952886478161977,3719.2054795936247,0.2647078773047459,5,rmse,7306.793471078643,,,,34644.12457801073,0.7785884367140442,32094.997393566886,-7.371834385516641,False,BaltimoreWashington-organic,BaltimoreWashington,organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,13077.192299240307,1.0151760693163996,9131.477594509484,-0.09918697778041308,1745.7611754838754,12101.419999999998,3705.6658820687835,1.31896213628266,2556.9838123124127,0.6660701760199915,,,,,"['elasticnet', 'mlr', 'knn', 'gbt', 'xgboost', 'mlp', 'svr']","(0.28456796074791496, 0.25229424110481646, 0.19535684074861573, 0.18225394086787203, 0.06159722179291881, 0.02392979473786203, 0.0)",35109.74610848476,0.79739366651699,32688.20792515706,-7.598383730596719,False,BaltimoreWashington-organic,BaltimoreWashington,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,13386.6340575766,1.0559957928234063,9358.60453891959,-0.15182191544391266,1488.626164475109,12101.419999999998,3092.4486732100327,1.0790321934845852,2161.7937198048453,0.767443923946118,,,,,"['elasticnet', 'mlr', 'knn', 'gbt', 'xgboost']",,41181.37650897199,0.9210314964058596,37906.711332998275,-10.829412146261882,False,BaltimoreWashington-organic,BaltimoreWashington,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,168,True,True,1,26,13130.412915350062,1.1121853407118714,9404.638761415974,-0.10815196738623545,3491.399092207388,12101.419999999998,1353.5736214450983,0.6906893044107814,1089.4857600717978,0.9554460251881776,5,rmse,7700.864885619954,,,,50158.225842772445,1.1549541739284186,47739.14045975319,-16.54873348297047,False,BaltimoreWashington-organic,BaltimoreWashington,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,168,True,True,1,26,16022.31958401103,1.4724590811475682,11470.6819183467,-0.650035676538177,-737.6302490234375,12101.419999999998,964.5872153083939,0.4964314876332134,752.2012498057728,0.9773741088485349,5,rmse,8165.584813695567,,,,73774.1502256706,1.5596870906088527,65990.9425293673,-36.96381746789356,False,BaltimoreWashington-organic,BaltimoreWashington,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 2, 'weights': 'uniform'}",minmax,169,True,True,0,26,15026.193876222258,0.14140681001363858,11986.811923076924,0.3976551709091851,91009.98999999999,85839.98,11110.923321775654,0.09871121179041219,8220.000034965036,0.6880491990908773,5,rmse,25723.54255008366,,,,15026.193876222258,0.14140681001363858,11986.811923076924,0.3976551709091851,True,Boise-conventional,Boise,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,14361.902995353932,0.16675528633246953,12729.490137571403,0.4497358890072435,96628.85406016473,85839.98,12200.836129327176,0.11973436325409548,9684.340627408708,0.6238465995132154,,,,,"['svr', 'knn', 'elasticnet', 'mlr', 'gbt', 'xgboost', 'mlp']","(0.29347554858941755, 0.28068850509660054, 0.18026113473715563, 0.11722592467764686, 0.07616957366252719, 0.052179313236652314, 0.0)",14361.902995353932,0.16675528633246953,12729.490137571403,0.4497358890072435,False,Boise-conventional,Boise,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",,169,True,True,0,26,15668.30335382772,0.1703804114490408,13026.297877144407,0.3450756269916164,101982.78717491613,85839.98,15347.486970031045,0.1474722222041614,12099.935931458975,0.404803524662359,5,rmse,37493.83976944127,,,,15668.30335382772,0.1703804114490408,13026.297877144407,0.3450756269916164,False,Boise-conventional,Boise,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,15219.069599481913,0.17692633242393174,13248.55019017398,0.38209257108764993,100246.53900490647,85839.98,11868.467310360591,0.11595075436077029,9444.25152856093,0.6440614065463719,,,,,"['svr', 'knn', 'elasticnet', 'mlr', 'gbt']",,15219.069599481913,0.17692633242393174,13248.55019017398,0.38209257108764993,False,Boise-conventional,Boise,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,0,26,17077.122363104463,0.18467299741414636,13925.110350435696,0.22200538507497936,103650.42771089077,85839.98,13256.889144499772,0.1268870161120071,10571.201564672643,0.5559119842148645,5,rmse,44881.69783074001,,,,17077.122363104463,0.18467299741414636,13925.110350435696,0.22200538507497936,False,Boise-conventional,Boise,conventional
prophet,prophet,,{},,169,False,True,0,26,16173.464559495666,0.19080002514972572,14754.502650336855,0.3021640599841553,97259.99189537056,85839.98,12869.739380724644,0.12662477531256702,10326.372056746464,0.5456721931598754,,,,True,,,16173.464559495666,0.19080002514972572,14754.502650336855,0.3021640599841553,False,Boise-conventional,Boise,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,0,26,19031.16747676842,0.20649363623827097,15112.553665865385,0.033775439613361935,107073.28125,85839.98,692.7928189816789,0.006312582947112923,505.9081741695804,0.9987871905872528,5,rmse,52505.296328164666,,,,19031.16747676842,0.20649363623827097,15112.553665865385,0.033775439613361935,False,Boise-conventional,Boise,conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,20126.629652038446,0.21505193300478725,16077.213023178472,-0.08066060779457529,89177.6737015927,85839.98,19876.804466084028,0.20407287710726776,16193.512537313498,0.0016589360492831329,5,rmse,24224.874388917833,,,,20126.629652038446,0.21505193300478725,16077.213023178472,-0.08066060779457529,False,Boise-conventional,Boise,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,169,True,True,0,26,23960.430402925394,0.2866865869944397,20634.459273575896,-0.531568552459436,115411.81643713279,85839.98,7475.484135963189,0.07159194970564214,5899.071905219474,0.8587903253436197,5,rmse,49693.587781264694,,,,23960.430402925394,0.2866865869944397,20634.459273575896,-0.531568552459436,False,Boise-conventional,Boise,conventional
