ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,univariate,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Name,Region,Type
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,158613.1607083609,0.2654913190561533,120689.75490131648,-0.04152876597740196,414702.4019480293,483124.53,107161.23589675772,0.20340994519959818,80534.79872722976,-0.0017482289790538008,5,rmse,127157.53040381797,,,,158613.1607083609,0.2654913190561533,120689.75490131648,-0.04152876597740196,False,NorthernNewEngland-conventional,NorthernNewEngland,conventional
silverkite,silverkite,,{},,169,False,True,0,26,150937.63466278565,0.29867779665132,122142.75525158408,0.05683449184525635,383114.30960970063,483124.53,78476.3243330047,0.15093727001606838,59233.21518589201,0.4425526578570873,,,,True,,,150937.63466278565,0.29867779665132,122142.75525158408,0.05683449184525635,False,NorthernNewEngland-conventional,NorthernNewEngland,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,1260925.6342620126,2.6000759719368247,1160392.3846987789,-64.82210668555207,-1159235.1495555534,483124.53,33346.73573812091,0.06321781206563148,26014.059237028538,0.9029959623112618,5,rmse,216465.7174379175,,,,1260925.6342620126,2.6000759719368247,1160392.3846987789,-64.82210668555207,False,NorthernNewEngland-conventional,NorthernNewEngland,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,10493.34225939666,1.0023380242921625,6840.232849533848,-0.00498757798465177,506.5344064704402,220.5600000000013,4903.947636777445,1.8537086004868972,2878.652955384441,0.22607177356594332,,,,,"['knn', 'svr', 'mlp', 'elasticnet', 'mlr', 'xgboost', 'gbt']","(0.2681932421542052, 0.2660126917205094, 0.26596936170560814, 0.10719705742873174, 0.08481536981106634, 0.007812277179879189, 0.0)",8430.194451584217,0.19773213500461648,5413.062723995529,-0.40988779087777294,True,NorthernNewEngland-organic,NorthernNewEngland,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,10549.688201862333,1.0159737504837327,6864.1855648062965,-0.015809488744030098,492.84633969716606,220.5600000000013,4659.39186449099,1.850983975544638,2775.694589132191,0.30133737381741443,,,,,"['knn', 'svr', 'mlp', 'elasticnet', 'mlr']",,8574.385126031346,0.2016638025048205,5529.68903188698,-0.4585299044479765,False,NorthernNewEngland-organic,NorthernNewEngland,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",,168,True,True,1,26,10580.786518694878,1.005260340206058,6814.168908339374,-0.02180711162843907,235.27609282005142,220.5600000000013,4482.6391186704295,2.5018829206841,2774.502885400229,0.3533391162569778,5,rmse,6891.586810662983,,,,8797.003864354652,0.2059747034516159,5700.555536153815,-0.535249380420634,False,NorthernNewEngland-organic,NorthernNewEngland,organic
silverkite,silverkite,,{},,168,False,True,1,26,10467.333067466616,0.9782669875156894,6868.125406437402,-1.1752416371191288e-05,92.4940483130239,220.5600000000013,5141.831087060064,1.0263720742472013,2888.149359937189,0.0002641269715591976,,,,True,,,9273.640969384815,0.2289922608372879,6356.672018242878,-0.7061213650233928,False,NorthernNewEngland-organic,NorthernNewEngland,organic
prophet,prophet,,{},,168,False,True,1,26,10510.323876864224,1.0108410962957668,6929.557496526632,-0.008242999106306437,165.8676520927348,220.5600000000013,5088.120213904269,1.5294848511215844,2903.4881771901128,0.021041251537647354,,,,True,,,8931.662813552311,0.23551485142016507,6249.664334889689,-0.582610358342698,False,NorthernNewEngland-organic,NorthernNewEngland,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,1,26,10880.725902244623,1.0448061052706963,7019.265379644633,-0.08055967715336676,309.4794577360153,220.5600000000013,4247.245256183594,2.163888595561556,2822.2800759257148,0.41947126968648374,5,rmse,7450.917282211471,,,,9994.517307872278,0.2562238049133307,6970.286726853757,-0.981677662835319,False,NorthernNewEngland-organic,NorthernNewEngland,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 15, 'weights': 'uniform'}",minmax,168,True,True,1,26,10458.75265191439,1.0928273792233725,6873.864717948717,0.0016270603494935587,1084.3833333333334,220.5600000000013,5459.303132799759,1.445858774446755,3194.74630516432,0.040856789155019224,5,rmse,2868.205131037908,,,,10098.570621897066,0.27077584286140427,7375.025128205127,-1.0231551050362588,False,NorthernNewEngland-organic,NorthernNewEngland,organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,168,True,True,1,26,10472.08471509933,1.003951204666803,6893.749998792676,-0.0009198695009666746,-29.227999904040338,220.5600000000013,5049.3064724575515,3.6517370437006424,3152.9772460721692,0.179511495492802,5,rmse,2923.781105523384,,,,10210.9920487902,0.2748035288940897,7497.402820098029,-1.0684510193295766,False,NorthernNewEngland-organic,NorthernNewEngland,organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 2.0, 'epsilon': 0.01}",minmax,168,True,True,1,26,10486.131324588909,1.0226813250218965,6743.908296368152,-0.0036068148827475,864.3208145004705,220.5600000000013,5572.666343457193,1.0075353629355586,3243.617006267862,0.0006097230640662588,5,rmse,2922.69826502981,,,,10251.91508088515,0.3627022842036419,8042.477092897178,-1.0850638830617667,False,NorthernNewEngland-organic,NorthernNewEngland,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,1,26,10794.567972912442,2.737609830622616,7887.6245069298375,-0.0635148239927863,-7412.1728515625,220.5600000000013,131.6576092711362,0.15897544170401146,99.37703176793937,0.9994421711556347,5,rmse,9375.266189578908,,,,38426.64719643967,1.538277499084629,35835.393446702226,-28.293708213726468,False,NorthernNewEngland-organic,NorthernNewEngland,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': None}",minmax,168,True,True,1,26,12312.853906147844,3.0303257510502664,9380.286880616253,-0.38372717467680295,-6112.311130400212,220.5600000000013,901.3598367264659,0.690625751269531,721.3382123092207,0.9738539887816112,5,rmse,9570.499219077561,,,,50558.155687515544,1.9675331351667558,45447.246479645924,-49.70978989349704,False,NorthernNewEngland-organic,NorthernNewEngland,organic
prophet,prophet,,{},,168,False,True,1,26,104661.56771917953,1.6558297170591985,81165.6351355903,0.07870135172570669,504.71708935546303,-79846.93,119378.11574190289,2.426094850556631,92010.35831810212,0.05135218997348934,,,,True,,,104419.12130005394,0.19860147740236783,81146.73447312647,0.06256480176277279,True,Orlando-conventional,Orlando,conventional
silverkite,silverkite,,{},,168,False,True,1,26,105392.42634084374,2.0920123689595047,77886.4901110748,0.06578944794957164,-10105.247797544891,-79846.93,109031.20951252604,4.138250173417077,85319.0443546048,0.20867073208720877,,,,True,,,134895.4893111732,0.22965434568865137,103852.81276745643,-0.5645017138065431,False,Orlando-conventional,Orlando,conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,1,26,109161.82545204912,1.0497301987042464,79217.6505691693,-0.0022303302824548954,1210.997577811571,-79846.93,118908.15734533574,1.0005692755588766,86692.0860375498,1.0598459147526107e-05,5,rmse,22455.554984663984,,,,160517.81728621502,0.26850680175488245,124511.10720339997,-1.2152751652449085,False,Orlando-conventional,Orlando,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",pt,168,True,True,1,26,109299.47644215214,0.9366111976264426,78843.50376442724,-0.004759510752113227,-4222.163005369988,-79846.93,3462.6951639774124,0.1272286297069714,1642.4546441214698,0.9991519906911399,5,rmse,19667.565253141038,,,,187948.192663918,0.33051643444722006,150976.0661203425,-2.03708883530168,False,Orlando-conventional,Orlando,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,108860.64472819674,0.9778572844175446,79811.77229904916,0.003292407087309712,-12571.680048874896,-79846.93,53611.53396525749,1.3099014659522066,40068.812907652675,0.7967228485599965,,,,,"['knn', 'mlp', 'svr', 'elasticnet', 'mlr']",,187256.65326029685,0.3453950984716305,154940.43837199183,-2.0147805311253895,False,Orlando-conventional,Orlando,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,1,26,112208.18120305656,1.3458690349838716,88239.38122282652,-0.05894891156324045,-43123.980459690094,-79846.93,81407.2043103462,3.261225602888842,61268.59467856347,0.531296949891335,5,rmse,108326.8468388762,,,,181030.95327946145,0.3563302089618101,154235.78587860256,-1.8176488252737926,False,Orlando-conventional,Orlando,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",,168,True,True,1,26,109985.17321366956,1.0053998704248452,79947.79439242919,-0.017405892822047297,-1066.6700218003243,-79846.93,90096.15689978577,2.9507614879253046,65961.54161327428,0.425903853904144,5,rmse,74899.53368633255,,,,199594.53554115823,0.36371095633074196,164051.97291941845,-2.42514121566684,False,Orlando-conventional,Orlando,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,109069.63906593021,1.007264563311739,79593.72387933836,-0.0005382922529604262,-11964.736656721887,-79846.93,48944.80894333471,1.040368354664304,36439.032687241335,0.8305719259878083,,,,,"['knn', 'mlp', 'svr', 'elasticnet', 'mlr', 'xgboost', 'gbt']","(0.22948004316564638, 0.22843486038760563, 0.22544214479583555, 0.16914713374168477, 0.13326520773188086, 0.014230610177346701, 0.0)",208022.83832883718,0.38728884190770646,173334.58064853618,-2.7205163985691216,False,Orlando-conventional,Orlando,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 15, 'weights': 'distance'}",minmax,168,True,True,1,26,109941.34669429541,1.2297360117794855,80474.89253000155,-0.01659522945966585,-15656.584335325639,-79846.93,0.0,0.0,0.0,1.0,5,rmse,18693.88139866601,,,,214093.93214901944,0.40990475767954365,181457.17811751945,-2.9408500028056643,False,Orlando-conventional,Orlando,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,168,True,True,1,26,177232.33109236593,6.374569567286011,141111.38803077317,-1.6418725467946431,-250301.7745651983,-79846.93,23610.26024855305,1.229104421646022,19613.902359280946,0.9605748234119312,5,rmse,232475.64057907893,,,,544953.3988609647,1.1125054143456274,475506.3280660565,-24.532886743644116,False,Orlando-conventional,Orlando,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,1,26,184326.71130596247,4.820816127621844,138852.72952035753,-1.8576070704770782,-123187.5,-79846.93,2740.404906724457,0.18893526583253276,2180.1572954376647,0.9994688690959292,5,rmse,219218.51880083405,,,,1725197.491073438,3.415035349334938,1471678.773523137,-254.89324602411833,False,Orlando-conventional,Orlando,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",pt,168,True,True,1,26,1755.6588847712683,0.9972680301452113,1385.8787134054235,-0.004255699604215346,34.78841446588465,-1120.7399999999998,22.340618575353925,0.038088645694481414,9.310849275240214,0.9997812210676387,5,rmse,1349.5272723550372,,,,2073.0906751296448,0.26732452242639343,1730.798176917221,0.04431034941114664,True,Orlando-organic,Orlando,organic
silverkite,silverkite,,{},,168,False,True,1,26,1753.4884586534558,1.0740483925083386,1382.3998498128444,-0.0017742204072412893,53.8053710955446,-1120.7399999999998,1404.2099349567955,1.1819868792329642,967.9390222433639,0.0004130214553362821,,,,True,,,2021.8797981913212,0.27822948158569705,1683.4951247598701,0.0909433406714949,False,Orlando-organic,Orlando,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,1,26,1804.610494588473,1.4997127197312896,1338.2892953111818,-0.061038115399851156,-307.7760425200686,-1120.7399999999998,1289.3644777121347,3.349967512250414,969.9038698383534,0.27127022739395446,5,rmse,1829.9547136813678,,,,3312.8948128637876,0.30183550898527894,2553.388160099506,-1.4405942312635318,False,Orlando-organic,Orlando,organic
prophet,prophet,,{},,168,False,True,1,26,1706.4050687861145,1.1706109537305012,1388.1032548947962,0.0513013274165145,494.4395993849655,-1120.7399999999998,1356.7724088828081,2.365266574371033,960.7433355843459,0.06680906002594111,,,,True,,,2268.2063148634898,0.31982654364320323,1964.3091059151848,-0.14405103161973276,False,Orlando-organic,Orlando,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 16, 'weights': 'uniform'}",minmax,168,True,True,1,26,1745.526633705328,1.0501273846308565,1382.7703605769234,0.007302364370835868,417.766875,-1120.7399999999998,1507.2890764966396,1.2469132802803953,1066.7257350352113,0.004117239427072983,5,rmse,1212.2710589107126,,,,2282.858504582518,0.3262042071735676,1933.7931009615388,-0.15887948448526767,False,Orlando-organic,Orlando,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,1,26,3008.337098959523,9.38891370895088,2567.8395404522234,-1.9486079143396888,2273.939208984375,-1120.7399999999998,69.21546844058656,0.23439785564531024,51.503375593104785,0.9978999896464368,5,rmse,3455.8794326560474,,,,5079.7764448231665,0.4657497856505314,3902.631311598557,-4.738118151775341,False,Orlando-organic,Orlando,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,1890.1261808591814,2.457531558023295,1483.1072387257932,-0.1639802820801779,-535.0740535246593,-1120.7399999999998,1122.1209814580097,1.2216824001777986,804.2640529978166,0.44805668615007677,,,,,"['knn', 'elasticnet', 'mlp', 'svr', 'mlr']",,10527.165556331676,1.0628217641100055,8687.50673653152,-23.64354561459418,False,Orlando-organic,Orlando,organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,1904.5566040306476,2.3619791608056846,1491.4242636488614,-0.1818212565577908,-693.4195487009173,-1120.7399999999998,1073.4670993748998,1.0981457242592143,770.391407581397,0.494882299384495,,,,,"['knn', 'elasticnet', 'mlp', 'svr', 'mlr', 'gbt', 'xgboost']","(0.21136348312012748, 0.2045235844506338, 0.19843299503095932, 0.17968656985544704, 0.15317339510545555, 0.05281997243737686, 0.0)",10680.252417260284,1.0849896438995874,8840.117844670775,-24.365493752197963,False,Orlando-organic,Orlando,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': None}",minmax,168,True,True,1,26,3184.4470986871684,5.533197606023062,2577.214699869336,-2.3039396445353226,-3631.060783186318,-1120.7399999999998,350.8643314848398,0.6610991946287861,276.054132494571,0.9460373148229306,5,rmse,2895.1991736439295,,,,10014.489721984935,1.1112749667310728,8626.961874890963,-21.301698331967025,False,Orlando-organic,Orlando,organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,1,26,2136.797758106673,3.58386971212017,1712.6901936046759,-0.4876160887182801,-1091.086827115318,-1120.7399999999998,1515.0099920241416,1.0905596005619147,1056.4684101375829,-0.006111481957429943,5,rmse,1548.5192452383817,,,,17597.681369617905,1.8170739659027926,14685.771157564517,-67.86383210746305,False,Orlando-organic,Orlando,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.2, 'l1_ratio': 0.75}",minmax,168,True,True,1,26,2763.93278864284,6.459733099687709,2312.7301522087273,-1.488966113497681,-1729.0626874537952,-1120.7399999999998,1446.2501407034854,1.1082010630338508,1026.4475155202176,0.08314229426675102,5,rmse,1284.8760978886323,,,,32164.351912601564,3.465642353390571,27456.93468228536,-229.05405722075773,False,Orlando-organic,Orlando,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 2, 'weights': 'uniform'}",minmax,169,True,True,0,26,86617.46240107408,0.12049867037034984,60084.433846153835,0.34994065910555083,376557.82499999995,503277.65,50599.15759770038,0.07866857235037904,33514.33842657343,0.615877442546543,5,rmse,14377.809941235131,,,,86617.46240107408,0.12049867037034984,60084.433846153835,0.34994065910555083,True,Philadelphia-conventional,Philadelphia,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,169,True,True,0,26,104277.49888007645,0.12387320756066986,65374.43055201706,0.05784294902558018,408296.54662945593,503277.65,30736.343015949395,0.05393028755411512,22522.029171486378,0.858261566981727,5,rmse,46389.399554561474,,,,104277.49888007645,0.12387320756066986,65374.43055201706,0.05784294902558018,False,Philadelphia-conventional,Philadelphia,conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,118195.77766594598,0.14944657029509475,77058.14988034785,-0.21044766106455515,391925.6371886746,503277.65,84033.74404234292,0.12638425984643895,55474.840221177175,-0.05947488395200917,5,rmse,29053.7897219196,,,,118195.77766594598,0.14944657029509475,77058.14988034785,-0.21044766106455515,False,Philadelphia-conventional,Philadelphia,conventional
silverkite,silverkite,,{},,169,False,True,0,26,111239.1069171731,0.17523263936287045,82828.3611722382,-0.07215377161927106,397575.68211433844,503277.65,57865.76083504531,0.10449194913379858,43136.35572531078,0.47644298442571176,,,,True,,,111239.1069171731,0.17523263936287045,82828.3611722382,-0.07215377161927106,False,Philadelphia-conventional,Philadelphia,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,0,26,117426.75601393223,0.18476155320466325,88455.05028722725,-0.19474773959481384,374093.19549679756,503277.65,57935.1292748588,0.0888559805037681,38423.09912582891,0.4964214773749793,5,rmse,40815.030249439515,,,,117426.75601393223,0.18476155320466325,88455.05028722725,-0.19474773959481384,False,Philadelphia-conventional,Philadelphia,conventional
prophet,prophet,,{},,169,False,True,0,26,124881.17285091468,0.20741565675620433,99114.99742550675,-0.35125100024412226,377107.0400565272,503277.65,57409.71781275503,0.09921737901555419,41164.46269531621,0.48466282505605895,,,,True,,,124881.17285091468,0.20741565675620433,99114.99742550675,-0.35125100024412226,False,Philadelphia-conventional,Philadelphia,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,163809.6319737748,0.29585738783386933,139849.41621785524,-1.3249893075644628,311105.27610653563,503277.65,47194.462772547566,0.07484045234206006,32187.077530600796,0.6658316362466352,,,,,"['knn', 'svr', 'elasticnet', 'mlr', 'gbt', 'xgboost', 'mlp']","(0.1907616352592844, 0.18157690687075143, 0.18024284182721748, 0.17421632165792283, 0.17072769134021787, 0.102474603044606, 0.0)",163809.6319737748,0.29585738783386933,139849.41621785524,-1.3249893075644628,False,Philadelphia-conventional,Philadelphia,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,191502.97481790042,0.37349019673039296,172214.18286257202,-2.1775554661200953,278507.12350797834,503277.65,51463.68296223293,0.08112876171403277,34921.322477799775,0.6026392519502448,,,,,"['knn', 'svr', 'elasticnet', 'mlr', 'gbt']",,191502.97481790042,0.37349019673039296,172214.18286257202,-2.1775554661200953,False,Philadelphia-conventional,Philadelphia,conventional
